trade_id,user_id,stock_id,order_type,order_mode,trade_date,trade_time,quantity,price_per_share,total_value,brokerage_fee,exchange,sector,trade_status,settlement_date,currency,stoploss,target_price,holding_type
7793,243,252,Sell,StopLoss,23-12-2024,23:50:35,505,503.15,254090.75,69.97,BSE,FMCG,Cancelled,11-02-2025,INR,476.12,510.72,Delivery
7794,115,260,Sell,StopLoss,06-10-2024,06:35:19,989,3610.58,3570863.62,16.06,NSE,Banking,Pending,07-03-2025,INR,3576.33,3631.99,Delivery
7795,257,110,Buy,StopLoss,18-03-2025,22:23:05,144,4580.23,659553.12,98.62,NSE,Banking,Cancelled,27-04-2025,INR,4560.36,4611.74,Intraday
7796,90,8,Sell,StopLoss,17-07-2025,03:32:22,917,1890.35,1733450.95,67.62,BSE,FMCG,Cancelled,22-06-2025,INR,1853.59,1899.51,Intraday
7797,167,213,Sell,StopLoss,20-11-2024,00:38:36,340,1496.41,508779.4,11.83,NSE,Energy,Executed,05-01-2025,INR,1465.73,1520.01,F&O
7798,499,233,Sell,Limit,20-04-2025,11:08:38,780,4129.62,3221103.6,96.44,NSE,Auto,Cancelled,08-04-2025,INR,4113.23,4169.24,Delivery
7799,213,64,Sell,Limit,21-05-2025,05:40:18,755,598.26,451686.3,17.66,NSE,Auto,Executed,17-09-2024,INR,577.03,610.71,Delivery
7800,40,225,Sell,StopLoss,25-08-2024,16:29:03,921,1532.6,1411524.6,71.75,NSE,FMCG,Pending,20-12-2024,INR,1488.92,1577.09,F&O
7801,63,280,Buy,StopLoss,02-08-2025,12:06:37,482,2256.3,1087536.6,38.82,NSE,FMCG,Cancelled,01-01-2025,INR,2231.39,2287.1,Delivery
7802,206,72,Sell,Market,26-10-2024,10:30:35,842,2096.22,1765017.24,26.96,BSE,Auto,Executed,19-09-2024,INR,2048.33,2140.33,Intraday
7803,76,104,Buy,Limit,05-06-2025,14:48:57,864,4021.99,3474999.36,13.64,NSE,IT,Executed,31-03-2025,INR,4001.8,4049.51,Delivery
7804,232,4,Buy,Limit,17-12-2024,00:19:49,44,2734.2,120304.8,90.88,BSE,FMCG,Pending,25-05-2025,INR,2692.05,2765.57,F&O
7805,325,211,Sell,Limit,21-11-2024,17:15:30,219,3333.79,730100.01,22.87,NSE,Auto,Executed,14-06-2025,INR,3289.23,3381.25,F&O
7806,191,176,Sell,Market,11-05-2025,17:55:43,791,104.75,82857.25,14.92,BSE,Pharma,Cancelled,15-09-2024,INR,78.91,145.69,F&O
7807,110,50,Sell,Limit,05-06-2025,11:19:52,378,254.12,96057.36,21.06,NSE,Banking,Pending,20-12-2024,INR,238.68,269.77,Delivery
7808,115,65,Buy,Market,15-06-2025,18:20:00,481,710.52,341760.12,33.17,NSE,Energy,Cancelled,13-06-2025,INR,674.42,739.38,Intraday
7809,288,225,Sell,StopLoss,08-10-2024,22:16:53,880,2724.32,2397401.6,86.32,NSE,FMCG,Executed,10-04-2025,INR,2679.27,2747.76,Intraday
7810,137,208,Buy,StopLoss,15-10-2024,22:47:09,975,1339.97,1306470.75,64.18,NSE,Banking,Executed,26-11-2024,INR,1320.38,1379.55,F&O
7811,307,248,Sell,Limit,14-03-2025,01:34:55,156,118.72,18520.32,64.36,BSE,Auto,Cancelled,04-02-2025,INR,79.36,140.5,F&O
7812,340,218,Buy,StopLoss,25-12-2024,05:50:49,680,2410.38,1639058.4,64.62,NSE,Energy,Cancelled,16-07-2025,INR,2389.03,2421.31,Delivery
7813,129,72,Buy,Market,10-08-2025,02:22:19,978,1191.85,1165629.3,72.45,BSE,Auto,Executed,01-05-2025,INR,1146.34,1237.34,Intraday
7814,242,229,Buy,Limit,21-10-2024,06:31:21,798,2485.26,1983237.48,60.99,NSE,Banking,Cancelled,10-02-2025,INR,2468.99,2494.16,F&O
7815,366,48,Buy,Market,22-10-2024,10:12:51,729,1724.62,1257247.98,44.09,NSE,IT,Executed,12-11-2024,INR,1718.08,1745.47,Delivery
7816,303,117,Buy,Limit,09-11-2024,23:46:02,202,521.05,105252.1,44.75,BSE,FMCG,Pending,04-12-2024,INR,481.66,562.7,Delivery
7817,491,209,Sell,Limit,08-03-2025,00:56:35,378,3838.77,1451055.06,75.47,BSE,Pharma,Executed,30-10-2024,INR,3824.66,3848.81,Intraday
7818,337,224,Buy,Limit,17-09-2024,09:02:53,220,3518.05,773971,17.93,NSE,FMCG,Cancelled,02-04-2025,INR,3478.91,3527.64,Delivery
7819,439,150,Sell,Market,14-12-2024,11:36:56,669,4476.87,2995026.03,21.51,BSE,Pharma,Executed,15-04-2025,INR,4438.73,4489.84,F&O
7820,157,78,Buy,StopLoss,11-05-2025,06:10:58,661,3832.39,2533209.79,22.26,NSE,Banking,Executed,05-09-2024,INR,3814.72,3873.63,Intraday
7821,491,237,Sell,Limit,07-05-2025,14:25:55,585,910.99,532929.15,67.19,BSE,IT,Pending,11-09-2024,INR,899.38,929.22,Intraday
7822,425,275,Buy,Limit,04-09-2024,21:15:19,192,323.43,62098.56,22.02,NSE,Pharma,Cancelled,07-04-2025,INR,288.56,348.11,Delivery
7823,416,267,Buy,Market,07-09-2024,12:52:14,492,3793.66,1866480.72,70.39,BSE,Energy,Pending,22-11-2024,INR,3744.05,3838.66,F&O
7824,352,192,Sell,StopLoss,24-02-2025,21:43:05,833,4572.31,3808734.23,32.55,BSE,Banking,Cancelled,13-02-2025,INR,4561.43,4597.01,Intraday
7825,17,5,Sell,Market,02-09-2024,01:16:16,537,744.71,399909.27,46.3,NSE,IT,Executed,22-02-2025,INR,734.1,770.86,Delivery
7826,383,201,Buy,StopLoss,20-11-2024,21:22:04,590,1558.29,919391.1,54.08,NSE,IT,Cancelled,17-10-2024,INR,1545.52,1588.75,F&O
7827,306,90,Sell,Limit,10-10-2024,14:54:09,281,4862.48,1366356.88,29.62,NSE,FMCG,Pending,14-04-2025,INR,4818.59,4891.43,F&O
7828,338,130,Buy,Market,22-12-2024,02:40:46,773,2356.18,1821327.14,20.9,BSE,Energy,Executed,28-10-2024,INR,2339.49,2372.38,Intraday
7829,371,289,Buy,StopLoss,06-10-2024,11:46:31,125,4105.58,513197.5,68.75,BSE,FMCG,Executed,30-12-2024,INR,4079.57,4147.06,F&O
7830,110,216,Sell,Limit,24-11-2024,23:25:12,913,1976.65,1804681.45,17.98,NSE,Auto,Pending,21-07-2025,INR,1958.09,1992.13,Delivery
7831,500,25,Sell,Limit,18-04-2025,00:38:28,975,1592.69,1552872.75,42.7,BSE,Pharma,Pending,18-12-2024,INR,1579.46,1620.38,Intraday
7832,129,193,Sell,Market,28-07-2025,21:43:08,841,487.46,409953.86,15.89,BSE,IT,Pending,28-12-2024,INR,454.28,518.65,Intraday
7833,42,271,Buy,Limit,01-06-2025,22:22:53,78,3104.88,242180.64,56.56,NSE,Pharma,Pending,21-12-2024,INR,3064.19,3129.45,Intraday
7834,362,210,Buy,Limit,04-09-2024,03:21:59,551,513.11,282723.61,44.96,BSE,FMCG,Pending,04-11-2024,INR,469.61,536.42,F&O
7835,91,41,Buy,Limit,11-04-2025,07:52:46,841,1305.67,1098068.47,52.02,BSE,Energy,Cancelled,07-03-2025,INR,1292.82,1344.51,Delivery
7836,387,280,Buy,StopLoss,31-03-2025,20:49:28,158,2345.9,370652.2,13.4,NSE,FMCG,Cancelled,24-03-2025,INR,2324.33,2383.67,Intraday
7837,91,221,Buy,Market,06-08-2025,02:36:52,553,1705.25,943003.25,59.06,BSE,Auto,Pending,17-11-2024,INR,1699.44,1723.25,Delivery
7838,67,51,Sell,Limit,25-04-2025,10:48:53,808,2665.76,2153934.08,92.12,NSE,Banking,Cancelled,17-08-2025,INR,2651.64,2707.18,Delivery
7839,440,271,Buy,Market,02-07-2025,14:23:21,471,1877.72,884406.12,96.04,NSE,Pharma,Cancelled,21-12-2024,INR,1829.47,1922.24,Intraday
7840,438,218,Buy,StopLoss,12-02-2025,01:17:53,937,1159.24,1086207.88,40.39,NSE,Energy,Executed,15-08-2025,INR,1121.21,1178.4,Intraday
7841,281,266,Sell,Limit,07-04-2025,13:57:05,98,305.82,29970.36,53.76,NSE,Pharma,Pending,03-07-2025,INR,283.47,354.5,Intraday
7842,204,137,Buy,StopLoss,08-11-2024,03:54:04,299,4985.67,1490715.33,33.7,BSE,FMCG,Cancelled,03-04-2025,INR,4975.56,5021,Intraday
7843,193,70,Sell,Market,07-03-2025,20:21:49,552,1887.66,1041988.32,54.63,NSE,Auto,Pending,08-04-2025,INR,1853.18,1900.94,F&O
7844,28,39,Sell,StopLoss,27-07-2025,19:55:00,401,2998.06,1202222.06,76.48,BSE,IT,Pending,14-08-2025,INR,2973.25,3019.45,Intraday
7845,485,19,Buy,StopLoss,01-11-2024,12:43:58,663,4514.85,2993345.55,75.12,BSE,Energy,Executed,03-07-2025,INR,4506.08,4554.19,F&O
7846,388,121,Sell,Limit,27-03-2025,19:15:51,914,2729,2494306,35.94,BSE,Energy,Executed,15-01-2025,INR,2719.43,2745.12,Intraday
7847,192,19,Buy,Market,14-01-2025,17:38:25,429,226.92,97348.68,99.12,BSE,Energy,Cancelled,30-04-2025,INR,206.08,259.06,Delivery
7848,322,130,Sell,Market,11-11-2024,21:55:38,959,1760.84,1688645.56,99.39,BSE,Energy,Executed,01-01-2025,INR,1741.07,1804.13,Delivery
7849,468,253,Buy,Limit,21-01-2025,10:33:19,825,88.01,72608.25,39.39,BSE,Banking,Executed,24-02-2025,INR,77.09,116.28,F&O
7850,181,234,Buy,StopLoss,22-02-2025,04:43:48,715,334.18,238938.7,12.06,BSE,Energy,Pending,12-01-2025,INR,314.75,339.28,Intraday
7851,262,137,Buy,StopLoss,25-08-2024,11:07:53,166,4912.61,815493.26,34.8,BSE,FMCG,Executed,23-02-2025,INR,4890.36,4930.52,Delivery
7852,405,188,Sell,StopLoss,14-12-2024,12:51:22,280,3506.95,981946,11.38,NSE,FMCG,Cancelled,23-11-2024,INR,3498.75,3529.64,Delivery
7853,187,268,Sell,Market,30-08-2024,15:37:36,355,233.3,82821.5,33.84,BSE,Energy,Cancelled,27-01-2025,INR,196.86,245.1,Intraday
7854,406,235,Buy,Limit,13-10-2024,09:37:12,81,1686.64,136617.84,79.76,NSE,FMCG,Pending,17-02-2025,INR,1646.52,1698.18,Intraday
7855,292,48,Buy,Limit,07-10-2024,01:36:37,308,706,217448,41.36,NSE,IT,Pending,16-09-2024,INR,700.03,727.06,F&O
7856,217,137,Sell,Limit,12-09-2024,14:16:29,508,3732.74,1896231.92,32,BSE,FMCG,Pending,03-03-2025,INR,3722.66,3751.13,F&O
7857,293,106,Sell,Market,04-04-2025,04:40:23,343,4607.29,1580300.47,57.06,NSE,Energy,Executed,04-05-2025,INR,4560.28,4647.71,Intraday
7858,157,21,Sell,StopLoss,09-07-2025,22:29:53,662,3779.18,2501817.16,35.19,NSE,Pharma,Cancelled,17-10-2024,INR,3770.36,3802.82,F&O
7859,487,148,Sell,StopLoss,14-04-2025,13:34:58,220,2118.18,465999.6,18.42,NSE,IT,Executed,28-06-2025,INR,2074.6,2151.8,F&O
7860,95,264,Sell,Limit,15-08-2025,23:43:15,686,764.49,524440.14,96.41,BSE,IT,Executed,16-10-2024,INR,734.63,784.27,Intraday
7861,4,141,Sell,Market,16-03-2025,03:05:41,484,1421.51,688010.84,32.98,NSE,Auto,Pending,28-08-2024,INR,1395.75,1438.85,F&O
7862,171,215,Buy,StopLoss,06-05-2025,20:32:06,61,1036.14,63204.54,87.13,NSE,IT,Cancelled,13-09-2024,INR,1001.59,1056.73,Intraday
7863,446,96,Buy,Market,11-12-2024,06:25:03,675,1216.6,821205,66.97,BSE,Pharma,Cancelled,30-07-2025,INR,1172.2,1261.73,Delivery
7864,352,247,Buy,Limit,26-02-2025,03:09:47,24,4752.27,114054.48,25.54,BSE,Auto,Cancelled,28-07-2025,INR,4722,4766.75,F&O
7865,163,171,Sell,Limit,29-01-2025,12:51:48,325,1143.16,371527,90.74,NSE,Auto,Pending,31-08-2024,INR,1100.93,1185.69,Intraday
7866,276,243,Sell,Limit,27-02-2025,21:37:46,282,3506.71,988892.22,25.19,BSE,FMCG,Pending,21-10-2024,INR,3495.43,3540.74,Delivery
7867,208,123,Sell,StopLoss,01-05-2025,19:00:06,137,121.95,16707.15,11.98,NSE,IT,Pending,06-03-2025,INR,115.94,143.43,Delivery
7868,43,240,Buy,StopLoss,21-08-2024,22:03:18,828,4706.04,3896601.12,44.14,BSE,FMCG,Pending,15-11-2024,INR,4681.27,4715.41,F&O
7869,365,75,Buy,Limit,18-08-2024,12:26:07,704,1324.73,932609.92,68.27,BSE,FMCG,Executed,22-11-2024,INR,1297.11,1332.31,Intraday
7870,74,224,Buy,Market,01-01-2025,07:18:35,313,440.72,137945.36,44.07,NSE,FMCG,Cancelled,19-10-2024,INR,408.72,457.66,Delivery
7871,273,185,Sell,StopLoss,18-05-2025,07:28:41,757,936.05,708589.85,61.24,NSE,Pharma,Pending,27-06-2025,INR,920.51,953.23,Delivery
7872,455,1,Buy,Limit,18-09-2024,20:53:47,601,3948.97,2373330.97,14.84,BSE,IT,Pending,17-03-2025,INR,3906.26,3993.8,Delivery
7873,226,45,Sell,StopLoss,07-04-2025,09:26:06,857,257.06,220300.42,62.9,BSE,Energy,Cancelled,16-01-2025,INR,238.55,305.78,Intraday
7874,400,244,Sell,Limit,18-04-2025,07:11:05,872,3271.29,2852564.88,34.5,BSE,FMCG,Executed,07-01-2025,INR,3247.47,3292.06,Delivery
7875,191,177,Buy,StopLoss,23-11-2024,01:43:42,136,1774.3,241304.8,72.68,NSE,Auto,Executed,29-06-2025,INR,1743.79,1812.48,Delivery
7876,322,291,Buy,StopLoss,07-08-2025,18:10:43,782,843.24,659413.68,13.42,BSE,Pharma,Pending,14-09-2024,INR,824.2,874.52,Delivery
7877,75,112,Sell,Market,21-12-2024,09:17:17,841,2549.54,2144163.14,25.26,NSE,Pharma,Cancelled,17-05-2025,INR,2511.56,2571.32,F&O
7878,276,129,Sell,Limit,22-11-2024,12:42:40,340,2572.59,874680.6,87.6,BSE,Energy,Pending,03-06-2025,INR,2540.75,2587.52,F&O
7879,339,292,Sell,StopLoss,11-12-2024,14:54:33,577,473.56,273244.12,24.67,NSE,Auto,Pending,29-11-2024,INR,453.08,479.08,Delivery
7880,411,106,Buy,StopLoss,02-08-2025,23:14:59,735,516.85,379884.75,6.82,NSE,Energy,Pending,12-06-2025,INR,484.71,529.22,Intraday
7881,497,23,Sell,Limit,21-06-2025,15:54:59,477,2184.35,1041934.95,76.38,BSE,Energy,Pending,14-01-2025,INR,2165.48,2200.1,Intraday
7882,326,84,Buy,StopLoss,30-12-2024,09:43:26,903,191.97,173348.91,11.73,NSE,FMCG,Executed,17-09-2024,INR,179.05,202.33,Intraday
7883,137,106,Buy,StopLoss,19-06-2025,17:08:25,125,4433.51,554188.75,15.46,NSE,Energy,Cancelled,08-09-2024,INR,4409.17,4449.06,Delivery
7884,165,220,Sell,Limit,23-09-2024,18:39:55,261,3857.76,1006875.36,78.41,NSE,Energy,Cancelled,02-12-2024,INR,3829.95,3880.83,Delivery
7885,12,30,Buy,Limit,07-04-2025,10:45:08,530,1453.49,770349.7,8.37,NSE,Pharma,Cancelled,14-07-2025,INR,1438.89,1459.64,Intraday
7886,71,180,Buy,Market,23-02-2025,01:14:53,724,4441.3,3215501.2,95.81,BSE,Energy,Pending,28-08-2024,INR,4431.74,4466.37,F&O
7887,434,141,Sell,Market,21-12-2024,05:22:39,648,4213.55,2730380.4,81.78,NSE,Auto,Pending,20-09-2024,INR,4165.2,4230.06,F&O
7888,8,197,Buy,Market,04-10-2024,01:23:05,599,1761.59,1055192.41,74.75,NSE,IT,Pending,18-01-2025,INR,1718.58,1793.88,Intraday
7889,255,195,Buy,Limit,27-03-2025,02:25:34,305,4414.67,1346474.35,75.06,NSE,Banking,Pending,29-09-2024,INR,4381.05,4458.13,Intraday
7890,274,90,Buy,StopLoss,07-05-2025,20:58:57,666,3436.16,2288482.56,74.31,NSE,FMCG,Pending,30-10-2024,INR,3393.34,3472.99,Delivery
7891,14,48,Sell,Limit,24-02-2025,12:57:36,791,326.43,258206.13,38.4,NSE,IT,Pending,09-04-2025,INR,277.62,359.8,Delivery
7892,150,161,Sell,StopLoss,14-05-2025,03:52:54,5,4863.05,24315.25,50.67,BSE,IT,Pending,16-04-2025,INR,4840.37,4900.47,F&O
7893,249,252,Buy,Market,13-09-2024,00:15:18,968,1045.48,1012024.64,90.25,BSE,FMCG,Pending,18-07-2025,INR,1006.22,1055.66,Intraday
7894,366,194,Buy,StopLoss,16-06-2025,13:25:00,829,2073.04,1718550.16,60.38,BSE,Auto,Cancelled,22-12-2024,INR,2059.27,2119.99,Delivery
7895,45,34,Sell,StopLoss,04-04-2025,02:23:23,787,966.22,760415.14,38.66,BSE,FMCG,Executed,08-09-2024,INR,953.63,999.21,F&O
7896,35,105,Sell,Market,22-11-2024,19:32:09,973,77.29,75203.17,66.44,NSE,IT,Executed,30-06-2025,INR,61.12,112.55,F&O
7897,366,27,Buy,Limit,20-04-2025,21:45:37,159,613.09,97481.31,67.66,NSE,Energy,Cancelled,31-03-2025,INR,592.15,638.63,Intraday
7898,389,229,Sell,Market,22-03-2025,23:01:53,992,807.89,801426.88,21.37,NSE,Banking,Pending,09-08-2025,INR,795.36,826.24,F&O
7899,79,159,Sell,Limit,22-05-2025,11:42:14,280,3728.95,1044106,25.92,NSE,IT,Pending,19-12-2024,INR,3681.61,3751.04,Delivery
7900,95,172,Buy,StopLoss,04-02-2025,10:31:46,20,4867.1,97342,10.44,NSE,Pharma,Pending,18-03-2025,INR,4834.28,4905.09,Delivery
7901,213,266,Sell,StopLoss,18-08-2025,15:42:33,135,2295.82,309935.7,82.67,NSE,Pharma,Pending,30-08-2024,INR,2267.73,2323.14,F&O
7902,173,229,Buy,StopLoss,03-12-2024,21:55:45,112,4627.14,518239.68,7.06,NSE,Banking,Pending,28-08-2024,INR,4604.23,4647.03,Delivery
7903,20,228,Buy,Limit,12-10-2024,23:27:47,991,1227.27,1216224.57,89.41,BSE,Banking,Executed,11-09-2024,INR,1197.61,1257.99,Delivery
7904,265,59,Buy,Market,24-02-2025,06:05:37,487,96.11,46805.57,55.63,BSE,Banking,Executed,27-06-2025,INR,75.58,110,Intraday
7905,285,245,Sell,StopLoss,18-05-2025,23:02:43,831,1921.99,1597173.69,90.15,NSE,Energy,Pending,04-05-2025,INR,1911.49,1957.57,F&O
7906,453,202,Buy,StopLoss,21-08-2024,12:12:13,993,1017.78,1010655.54,62.46,BSE,IT,Pending,01-08-2025,INR,1011.66,1035.3,F&O
7907,405,195,Buy,Limit,17-02-2025,17:29:09,288,1100.57,316964.16,31.76,NSE,Banking,Pending,14-09-2024,INR,1061.03,1112.56,F&O
7908,286,125,Buy,StopLoss,24-05-2025,18:33:56,604,3954.92,2388771.68,15.3,NSE,Pharma,Executed,19-07-2025,INR,3944.41,3966.3,Delivery
7909,307,99,Buy,StopLoss,15-11-2024,17:08:37,627,2859.57,1792950.39,84.7,BSE,IT,Cancelled,24-10-2024,INR,2851.91,2871.82,F&O
7910,440,25,Sell,StopLoss,11-10-2024,19:30:07,124,2167.18,268730.32,12.39,BSE,Pharma,Executed,21-10-2024,INR,2130.5,2186.07,Intraday
7911,457,248,Sell,StopLoss,20-04-2025,22:15:45,923,4479.27,4134366.21,9.65,BSE,Auto,Cancelled,25-06-2025,INR,4445.32,4516.74,Intraday
7912,483,122,Buy,StopLoss,25-08-2024,16:10:25,424,2827.82,1198995.68,35.59,NSE,Energy,Cancelled,10-07-2025,INR,2822.39,2865.41,Intraday
7913,461,83,Sell,Market,27-01-2025,09:56:02,559,4484.42,2506790.78,41.83,BSE,IT,Executed,23-08-2024,INR,4456.09,4523.74,F&O
7914,253,218,Sell,StopLoss,15-04-2025,05:33:45,679,4061.21,2757561.59,76.64,NSE,Energy,Executed,11-11-2024,INR,4022.71,4088.77,Intraday
7915,347,131,Buy,StopLoss,02-12-2024,04:51:50,651,3406.02,2217319.02,55.59,BSE,Auto,Cancelled,07-08-2025,INR,3385.5,3433.34,Intraday
7916,28,161,Sell,Market,21-06-2025,11:52:27,473,3837.19,1814990.87,86.16,BSE,IT,Pending,02-01-2025,INR,3811.4,3868.49,Delivery
7917,367,148,Sell,StopLoss,22-10-2024,01:21:43,172,2836.71,487914.12,86.33,NSE,IT,Pending,23-09-2024,INR,2804.99,2859.99,Intraday
7918,305,178,Buy,Limit,21-07-2025,01:22:39,696,2342.83,1630609.68,84.11,NSE,Auto,Pending,03-11-2024,INR,2326.88,2388.8,Delivery
7919,273,222,Sell,Limit,08-04-2025,13:53:49,361,3696.34,1334378.74,37,BSE,Pharma,Executed,13-02-2025,INR,3658.49,3710.77,Intraday
7920,231,221,Buy,Limit,12-03-2025,06:38:46,938,4824.59,4525465.42,32.28,BSE,Auto,Executed,28-02-2025,INR,4802.98,4846.91,Delivery
7921,10,198,Buy,StopLoss,01-01-2025,05:24:00,583,4064.46,2369580.18,38.32,BSE,IT,Cancelled,17-03-2025,INR,4033.97,4088.47,F&O
7922,216,17,Buy,Market,16-05-2025,13:21:26,718,1040.27,746913.86,81.81,NSE,Banking,Pending,10-11-2024,INR,990.5,1062.56,Delivery
7923,329,103,Buy,Limit,11-08-2025,21:47:17,504,4817.1,2427818.4,38.11,NSE,Energy,Pending,09-12-2024,INR,4783.21,4863.66,Delivery
7924,141,4,Sell,Limit,20-06-2025,06:17:52,740,3998.95,2959223,28.3,BSE,FMCG,Executed,04-08-2025,INR,3976.84,4038.69,F&O
7925,136,98,Buy,Limit,08-02-2025,16:23:36,321,905.87,290784.27,18.68,NSE,FMCG,Cancelled,29-12-2024,INR,882.43,931.23,Intraday
7926,457,223,Buy,StopLoss,28-07-2025,09:31:43,316,97.3,30746.8,41.57,NSE,Pharma,Cancelled,10-06-2025,INR,76.88,133.84,Delivery
7927,63,162,Buy,Limit,14-10-2024,08:35:57,10,3570.02,35700.2,74.26,BSE,FMCG,Cancelled,17-05-2025,INR,3544.12,3577.12,Intraday
7928,39,279,Buy,Limit,18-04-2025,22:37:32,535,3456.59,1849275.65,80.99,BSE,Banking,Executed,01-04-2025,INR,3431.2,3466.66,F&O
7929,355,12,Buy,StopLoss,15-01-2025,04:41:36,845,2603.56,2200008.2,57.75,NSE,IT,Pending,15-01-2025,INR,2573.41,2617.94,F&O
7930,280,124,Sell,Limit,04-05-2025,02:25:10,465,2526.47,1174808.55,73.52,BSE,IT,Executed,04-08-2025,INR,2479.28,2539.19,Intraday
7931,148,185,Sell,Market,04-10-2024,20:11:30,729,2949.38,2150098.02,14.66,NSE,Pharma,Pending,02-10-2024,INR,2905.74,2991.6,Intraday
7932,135,259,Buy,Market,25-07-2025,11:42:18,105,3829.64,402112.2,31.18,BSE,Auto,Executed,30-04-2025,INR,3800.1,3872.92,F&O
7933,462,34,Sell,Market,28-09-2024,14:28:28,901,1078.1,971368.1,31.37,BSE,FMCG,Pending,04-02-2025,INR,1068.59,1122.33,Delivery
7934,210,11,Sell,Market,23-08-2024,18:07:57,286,1710.97,489337.42,64.44,BSE,FMCG,Pending,02-12-2024,INR,1679.79,1730.22,F&O
7935,210,32,Buy,StopLoss,28-10-2024,11:52:31,444,2861.75,1270617,11.03,NSE,Pharma,Pending,20-05-2025,INR,2849.3,2906.53,Delivery
7936,115,95,Sell,Market,23-05-2025,19:38:16,698,4611.37,3218736.26,97.99,BSE,Pharma,Pending,28-03-2025,INR,4569.75,4659.73,Intraday
7937,424,283,Buy,Limit,02-12-2024,14:00:15,184,1078.19,198386.96,15.35,NSE,Banking,Executed,26-06-2025,INR,1033.46,1083.26,F&O
7938,308,247,Buy,Market,04-01-2025,16:31:08,158,718.36,113500.88,38.6,BSE,Auto,Pending,22-08-2024,INR,677.9,743.9,Intraday
7939,343,108,Buy,Market,24-03-2025,08:26:52,880,4765.14,4193323.2,5.89,NSE,Auto,Pending,05-06-2025,INR,4739.93,4780.17,Delivery
7940,251,176,Buy,Limit,16-04-2025,21:10:22,48,4086.22,196138.56,72.91,BSE,Pharma,Pending,01-04-2025,INR,4038.53,4123.65,Intraday
7941,346,284,Buy,Limit,17-06-2025,23:42:01,442,4646.33,2053677.86,21.79,NSE,Banking,Cancelled,21-01-2025,INR,4637.71,4696.25,Intraday
7942,398,29,Sell,Market,30-01-2025,22:02:41,732,346.33,253513.56,93.29,BSE,IT,Pending,06-05-2025,INR,317.64,369.91,F&O
7943,214,294,Buy,Limit,28-01-2025,06:28:25,594,4618.86,2743602.84,72.97,BSE,FMCG,Pending,19-05-2025,INR,4592.83,4626.83,Intraday
7944,489,64,Sell,Limit,15-06-2025,15:27:04,104,2703.94,281209.76,53.05,NSE,Auto,Pending,26-05-2025,INR,2667.99,2739.74,Intraday
7945,476,169,Buy,StopLoss,10-10-2024,05:19:19,620,4077.75,2528205,85.25,BSE,Banking,Cancelled,26-06-2025,INR,4056.72,4117.5,Intraday
7946,367,68,Sell,Limit,12-10-2024,00:31:59,407,1872.31,762030.17,35.23,BSE,IT,Pending,25-04-2025,INR,1857.4,1886.01,Intraday
7947,401,44,Sell,StopLoss,16-10-2024,06:47:16,241,1247.96,300758.36,7.46,NSE,IT,Executed,16-07-2025,INR,1205.04,1282.69,Intraday
7948,173,186,Sell,Market,02-10-2024,03:20:49,189,4646.76,878237.64,83.71,NSE,Pharma,Executed,25-06-2025,INR,4623.94,4695.31,Intraday
7949,247,80,Buy,Market,10-10-2024,08:58:25,730,2496.72,1822605.6,14.88,BSE,IT,Pending,19-05-2025,INR,2452.77,2526.38,F&O
7950,345,256,Buy,StopLoss,27-11-2024,23:03:15,452,3200.56,1446653.12,32.37,NSE,Auto,Executed,12-06-2025,INR,3155.04,3246.64,Intraday
7951,465,70,Buy,Market,20-07-2025,10:13:41,698,3378.78,2358388.44,33.89,NSE,Auto,Pending,05-02-2025,INR,3353.89,3423.39,Intraday
7952,240,151,Buy,Limit,21-06-2025,09:42:54,429,1322.49,567348.21,80.73,BSE,IT,Executed,20-12-2024,INR,1286.19,1346.15,Intraday
7953,297,151,Buy,StopLoss,21-08-2024,17:57:29,226,4062.2,918057.2,29.03,BSE,IT,Pending,20-01-2025,INR,4013.85,4076.21,Intraday
7954,209,22,Buy,Limit,06-11-2024,13:39:24,760,3689.5,2804020,68.96,BSE,FMCG,Cancelled,12-01-2025,INR,3660.3,3702.88,Delivery
7955,438,29,Sell,StopLoss,08-04-2025,10:39:37,916,3764.31,3448107.96,83.93,BSE,IT,Executed,25-12-2024,INR,3757.5,3802.7,F&O
7956,343,300,Buy,Market,24-12-2024,23:50:26,217,3924.98,851720.66,49.89,BSE,FMCG,Cancelled,29-01-2025,INR,3911.59,3959.46,F&O
7957,378,245,Buy,StopLoss,15-11-2024,17:23:35,625,2071.84,1294900,50.35,NSE,Energy,Executed,26-12-2024,INR,2063.68,2077.78,F&O
7958,72,212,Sell,StopLoss,26-03-2025,19:49:00,808,4111.19,3321841.52,79.36,BSE,Banking,Executed,30-08-2024,INR,4090.62,4131.86,Delivery
7959,284,142,Buy,Limit,29-01-2025,13:50:31,616,4278.17,2635352.72,86.18,BSE,Energy,Pending,24-04-2025,INR,4237.58,4301.85,Intraday
7960,243,173,Sell,Market,15-10-2024,00:04:39,215,3712.35,798155.25,69.72,BSE,FMCG,Executed,11-06-2025,INR,3689.47,3752.66,Intraday
7961,391,241,Buy,Market,05-03-2025,22:58:43,183,4102.9,750830.7,73.68,NSE,Auto,Executed,07-08-2025,INR,4076.28,4120.8,Delivery
7962,122,254,Sell,Limit,03-03-2025,10:15:56,100,3867.85,386785,81.16,BSE,Pharma,Cancelled,18-08-2024,INR,3827.02,3875.88,F&O
